cat,freq,n-grams
esportes,1,parente levar gostar
esportes,1,parente tentar
esportes,1,parente tentar convencer
esportes,1,parte apoiar
esportes,1,parte apoiar time
esportes,1,parte baixo
esportes,1,parte baixo tabela
esportes,1,parte biografia
esportes,1,parte biografia ser
esportes,1,parte clube
esportes,1,parte clube assim
esportes,1,parte colorar
esportes,1,parte colorar hostilidade
esportes,1,parte dizer
esportes,1,parte dizer ocorrer
esportes,1,parte interno
esportes,1,parte interno poder
esportes,1,parte jogar
esportes,1,parte jogar profissional
esportes,1,parte jogo
esportes,1,parte jogo demais
esportes,1,parte jovem
esportes,1,parte jovem inexperiente
esportes,1,parte querer
esportes,1,parte querer declarar
esportes,1,parte ser
esportes,1,parte ser dar
esportes,1,parte tecnico
esportes,1,parte tecnico decorrer
esportes,1,parte torcida
esportes,1,parte torcida organizar
esportes,1,parte vida
esportes,1,parte vida guarda
esportes,1,participacao ir
esportes,1,participacao ir muito
esportes,1,participacao terca
esportes,1,participacao terca feira
esportes,1,participacao terceira
esportes,1,participacao terceira fase
esportes,1,participacao vital
esportes,1,participacao vital atleta
esportes,1,participante
esportes,1,participante golear
esportes,1,participante golear domingo
esportes,1,participar Ora
esportes,1,participar Ora ir
esportes,1,participar assim
esportes,1,participar assim ir
esportes,1,participar copas
esportes,1,participar copas sul
esportes,1,participar grande
esportes,1,participar grande titulo
esportes,1,particular brilho
esportes,1,particular brilho estrela
esportes,1,particular nao
esportes,1,particular nao caio
esportes,1,particular penso
esportes,1,particular penso colocar
esportes,1,partida afirmacao
esportes,1,partida afirmacao dever
esportes,1,partida alertar
esportes,1,partida alertar casual
esportes,1,partida alternar
esportes,1,partida alternar mau
esportes,1,partida alto
esportes,1,partida alto astral
esportes,1,partida anterior
esportes,1,partida anterior novo
esportes,1,partida aproximar
esportes,1,partida aproximar coracao
esportes,1,partida argentino
esportes,1,partida argentino fazer
esportes,1,partida ausencia
esportes,1,partida ausencia atacante
esportes,1,partida campeonato
esportes,1,partida campeonato lentidao
esportes,1,partida cansar
esportes,1,partida cansar falar
esportes,1,partida carioca
esportes,1,partida carioca uniao
esportes,1,partida classico
esportes,1,partida classico ser
esportes,1,partida como
esportes,1,partida como tecnico
esportes,1,partida comparar
esportes,1,partida comparar mesmo
esportes,1,partida conhecer
esportes,1,partida conhecer mudanca
esportes,1,partida dar
esportes,1,partida dar chocolate
esportes,1,partida depois
esportes,1,partida depois lembrar
esportes,1,partida disputar
esportes,1,partida disputar sabado
esportes,1,partida domingo pato
esportes,1,partida domingo ter
esportes,1,partida estar
esportes,1,partida estar sempre
esportes,1,partida furacao
esportes,1,partida furacao estadio
esportes,1,partida haver
esportes,1,partida haver confianca
esportes,1,partida hoje noite
esportes,1,partida hoje surgir
esportes,1,partida ida
esportes,1,partida ida volta
esportes,1,partida ingresso
esportes,1,partida ingresso tambem
esportes,1,partida inteiro
esportes,1,partida inteiro esmorecer
esportes,1,partida ir
esportes,1,partida ir punir
esportes,1,partida ja
esportes,1,partida ja pensar
esportes,1,partida jogar
esportes,1,partida jogar casa
esportes,1,partida melhor
esportes,1,partida melhor futebol
esportes,1,partida nao
esportes,1,partida nao ir
esportes,1,partida nivel
esportes,1,partida nivel saber
esportes,1,partida passar
esportes,1,partida passar querer
esportes,1,partida proprio
esportes,1,partida proprio dedicar
esportes,1,partida proximo
esportes,1,partida proximo quarta
esportes,1,partida quando
esportes,1,partida quando equipe
esportes,1,partida querer
esportes,1,partida querer dizer
esportes,1,partida rubrica
esportes,1,partida rubrica ter
esportes,1,partida seguir
esportes,1,partida seguir procurar
esportes,1,partida ser caso
esportes,1,partida ser decidir
esportes,1,partida ser mero
esportes,1,partida somente
esportes,1,partida somente ganhar
esportes,1,partida tema
esportes,1,partida tema ja
esportes,1,partida ter
esportes,1,partida ter pouco
esportes,1,partida time
esportes,1,partida time juvenil
esportes,1,partida torcer
esportes,1,partida torcer maioria
esportes,1,partida vez
esportes,1,partida vez minuto
esportes,1,partida vitoria
esportes,1,partida vitoria ja
esportes,1,partida zagueiro
esportes,1,partida zagueiro revelar
esportes,1,partir 16h mesmo
esportes,1,partir 16h publico
esportes,1,partir agora colorar
esportes,1,partir agora tao
esportes,1,partir agora velha
esportes,1,partir amanha
esportes,1,partir amanha grande
esportes,1,partir hoje
esportes,1,partir hoje tecnico
esportes,1,partir ir juntar
esportes,1,partir ir presentea
esportes,1,partir segunda
esportes,1,partir segunda feira
esportes,1,pasmaceira
esportes,1,pasmaceira geral
esportes,1,pasmaceira geral diante
esportes,1,pasmo
esportes,1,pasmo especialista
esportes,1,pasmo especialista futebol
esportes,1,passagem dever
esportes,1,passagem dever ser
esportes,1,passagem presidencia
esportes,1,passagem presidencia vitoria
esportes,1,passaporte
esportes,1,passaporte chegar
esportes,1,passaporte chegar cheio
esportes,1,passar apenas
esportes,1,passar apenas chegar
esportes,1,passar avaliar
esportes,1,passar avaliar precisar
esportes,1,passar cabeca
esportes,1,passar cabeca hipotese
esportes,1,passar cima
esportes,1,passar cima nao
esportes,1,passar clube coracao
esportes,1,passar clube nao
esportes,1,passar coordenar
esportes,1,passar coordenar partir
esportes,1,passar filme
esportes,1,passar filme cabeca
esportes,1,passar futebol
esportes,1,passar futebol japones
esportes,1,passar grande
esportes,1,passar grande ensaio
esportes,1,passar gremista
esportes,1,passar gremista nao
esportes,1,passar hoje
esportes,1,passar hoje avancar
esportes,1,passar ir
esportes,1,passar ir atras
esportes,1,passar jogar
esportes,1,passar jogar passo
esportes,1,passar jogo
esportes,1,passar jogo time
esportes,1,passar mostrar
esportes,1,passar mostrar equilibrio
esportes,1,passar passar
esportes,1,passar passar ter
esportes,1,passar placar
esportes,1,passar placar coirmao
esportes,1,passar projetar
esportes,1,passar projetar futuro
esportes,1,passar quando
esportes,1,passar quando ganhar
esportes,1,passar quarto
esportes,1,passar quarto jogar
esportes,1,passar querer
esportes,1,passar querer saudar
esportes,1,passar ser carioca
esportes,1,passar ser obrigacao
esportes,1,passar sul
esportes,1,passar sul ser
esportes,1,passar ter
esportes,1,passar ter mais
esportes,1,passar time
esportes,1,passar time razoavel
esportes,1,passar torcer
esportes,1,passar torcer time
esportes,1,passar ver
esportes,1,passar ver inaugurar
esportes,1,passar vitoria
esportes,1,passar vitoria estadio
esportes,1,passe boato
esportes,1,passe boato tecnico
esportes,1,passe correto
esportes,1,passe correto certeza
esportes,1,passe errar raro
esportes,1,passe errar ser
esportes,1,passe erro
esportes,1,passe erro ir
esportes,1,passe haver
esportes,1,passe haver substituir
esportes,1,passe mais
esportes,1,passe mais posse
esportes,1,passe muito
esportes,1,passe muito errar
esportes,1,passe paraguaio
esportes,1,passe paraguaio mudar
esportes,1,passe qualificar
esportes,1,passe qualificar espera
esportes,1,passe time
esportes,1,passe time ser
esportes,1,passe treino
esportes,1,passe treino ultimo
esportes,1,passear ameaca
esportes,1,passear ameaca adversario
esportes,1,passear fazer
esportes,1,passear fazer festa
esportes,1,passeio
esportes,1,passeio estada
esportes,1,passeio estada ter
esportes,1,passionalidade
esportes,1,passionalidade nao
esportes,1,passionalidade nao poder
esportes,1,passivel
esportes,1,passivel ser
esportes,1,passivel ser vencer
esportes,1,passivo
esportes,1,passivo safadeza
esportes,1,passivo safadeza desempenho
esportes,1,passo encontro
esportes,1,passo encontro entao
esportes,1,passo futuro
esportes,1,passo futuro clube
esportes,1,passo importante
esportes,1,passo importante ingressar
esportes,1,passo meio
esportes,1,passo meio mil
esportes,1,passo nao
esportes,1,passo nao poder
esportes,1,passo quando
esportes,1,passo quando mae
esportes,1,passo viagem
esportes,1,passo viagem numero
esportes,1,patinar
esportes,1,patinar vez
esportes,1,patinar vez chuva
esportes,1,pato ainda
esportes,1,pato ainda bem
esportes,1,pato convocar
esportes,1,pato convocar jogo
esportes,1,pato seriar
esportes,1,pato seriar motivo
esportes,1,pau depois
esportes,1,pau depois conversa
esportes,1,pau tempo
esportes,1,pau tempo inteiro
esportes,1,paulista ser
esportes,1,paulista ser forte
esportes,1,paulista ter
esportes,1,paulista ter depois
esportes,1,paulista trazer
esportes,1,paulista trazer primeiro
esportes,1,pauta presidente
esportes,1,pauta presidente solicitar
esportes,1,pauta roda
esportes,1,pauta roda bater
esportes,1,paz
esportes,1,paz dentro
esportes,1,paz dentro fora
esportes,1,pe
esportes,1,pe barro
esportes,1,pe barro jogar
esportes,1,pedaco
esportes,1,pedaco passar
esportes,1,pedaco passar clube
esportes,1,pedido
esportes,1,pedido nutricionista
esportes,1,pedido nutricionista carvalho
esportes,1,pedir
esportes,1,pedir levar
esportes,1,pedir levar jogar
esportes,1,pegar
esportes,1,pegar especial
esportes,1,pegar especial apresentar
esportes,1,peixe
esportes,1,peixe como
esportes,1,peixe como mandante
esportes,1,peleia
esportes,1,peleia seguir
esportes,1,peleia seguir acreditar
esportes,1,pena cruzar
esportes,1,pena cruzar estado
esportes,1,pena sonhar
esportes,1,pena sonhar ainda
esportes,1,penalidade
esportes,1,penalidade lado
esportes,1,penalidade lado selecao
esportes,1,penalti atacante
esportes,1,penalti atacante cobrar
esportes,1,penalti carimbo
esportes,1,penalti carimbo passaporte
esportes,1,penalti duvidoso
esportes,1,penalti duvidoso sair
esportes,1,penalti marcar
esportes,1,penalti marcar favor
esportes,1,penaltis jogo
esportes,1,penaltis jogo bola
esportes,1,penaltis ser
esportes,1,penaltis ser infinito
esportes,1,pensar diferente
esportes,1,pensar diferente nao
esportes,1,pensar jogo volta
esportes,1,pensar positivo
esportes,1,pensar positivo lutar
esportes,1,pensar semestre
esportes,1,pensar semestre hoje
esportes,1,pensar tecnico
esportes,1,pensar tecnico ter
esportes,1,penso colocar
esportes,1,penso colocar volta
esportes,1,penso entender
esportes,1,penso entender mais
esportes,1,penso espanhol
esportes,1,penso espanhol entrar
esportes,1,penso selecao
esportes,1,penso selecao vencer
esportes,1,pequeno
esportes,1,pequeno dificuldade
esportes,1,pequeno dificuldade perfeito
esportes,1,perceber atuacao
esportes,1,perceber atuacao futuro
esportes,1,perceber avaliar
esportes,1,perceber avaliar apenas
esportes,1,percepcao
esportes,1,percepcao fazer
esportes,1,percepcao fazer grande
esportes,1,percorrer ceu
esportes,1,percorrer ceu terra
esportes,1,percorrer quilometro ida
esportes,1,percorrer quilometro onibus
esportes,1,percorrer sul
esportes,1,percorrer sul onde
esportes,1,perda emprego
esportes,1,perda fisico
esportes,1,perda fisico existir
esportes,1,perda mando
esportes,1,perda mando campo
esportes,1,perder adversario
esportes,1,perder adversario ocupar
esportes,1,perder ainda
esportes,1,perder ainda imagem
esportes,1,perder apenas
esportes,1,perder apenas grande
esportes,1,perder completo
esportes,1,perder completo caracteristicas
esportes,1,perder conta
esportes,1,perder conta colorar
esportes,1,perder criterio
esportes,1,perder criterio avaliar
esportes,1,perder emprego
esportes,1,perder emprego lucio
esportes,1,perder equipe
esportes,1,perder equipe catarinense
esportes,1,perder expulso
esportes,1,perder expulso domingo
esportes,1,perder ficar
esportes,1,perder ficar longe
esportes,1,perder gol
esportes,1,perder gol estar
esportes,1,perder hora
esportes,1,perder hora lazer
esportes,1,perder identidade
esportes,1,perder identidade conquistar
esportes,1,perder jogo
esportes,1,perder jogo desperdicar
esportes,1,perder partida melhor
esportes,1,perder partida ser
esportes,1,perder ponto
esportes,1,perder ponto importante
esportes,1,perder prato
esportes,1,perder prato indigesto
esportes,1,perder quando
esportes,1,perder quando pessoa
esportes,1,perder razao
esportes,1,perder razao quando
esportes,1,perder ter
esportes,1,perder ter marcar
esportes,1,perder titulo
esportes,1,perder titulo nao
esportes,1,perder vez
esportes,1,perder vez casa
esportes,1,perdida
esportes,1,perdida roberto
esportes,1,perdida roberto jardim
esportes,1,perdurar
esportes,1,perdurar previsao
esportes,1,perdurar previsao sombrio
esportes,1,peremptoriamente
esportes,1,peremptoriamente acontecer
esportes,1,peremptoriamente acontecer grande
esportes,1,perfeito
esportes,1,perfeito superar
esportes,1,perfeito superar ser
esportes,1,pergunta
esportes,1,pergunta nao
esportes,1,pergunta nao querer
esportes,1,perguntar ir
esportes,1,perguntar ir logo
esportes,1,perguntar melhor
esportes,1,perguntar melhor classico
esportes,1,perigo
esportes,1,perigo gol
esportes,1,perigo gol defesa
esportes,1,perigoso armadilha
esportes,1,perigoso armadilha pretensao
esportes,1,perigoso cidadao
esportes,1,perigoso cidadao nunca
esportes,1,perigoso ser
esportes,1,perigoso ser fundamental
esportes,1,perigoso volta
esportes,1,perigoso volta barco
esportes,1,periodo acrescimo
esportes,1,periodo acrescimo cobrar
esportes,1,periodo treino
esportes,1,periodo treino categoria
esportes,1,permanente
esportes,1,permanente nao
esportes,1,permanente nao faltar
esportes,1,permitir apenas
esportes,1,permitir apenas estrangeiro
esportes,1,permitir assinar
esportes,1,permitir assinar sumula
esportes,1,permitir empate
esportes,1,permitir empate gol
esportes,1,permitir tomar
esportes,1,permitir tomar iniciativa
esportes,1,perna
esportes,1,perna zagueiro
esportes,1,perna zagueiro certo
esportes,1,pernambucano
esportes,1,pernambucano assertivo
esportes,1,pernambucano assertivo entanto
esportes,1,perplexo
esportes,1,perplexo assolar
esportes,1,perplexo assolar certeza
esportes,1,perseguir
esportes,1,perseguir solucao
esportes,1,perseguir solucao nacao
esportes,1,personagem importante
esportes,1,personagem importante historia
esportes,1,personagem recente
esportes,1,personagem recente historia
esportes,1,personalidade
esportes,1,personalidade forte
esportes,1,personalidade forte declaracao
esportes,1,perspectiva
esportes,1,perspectiva felicidade
esportes,1,perspectiva felicidade colorar
esportes,1,perto cardapio
esportes,1,perto cardapio vila
esportes,1,perto gaucho
esportes,1,perto gaucho ser
esportes,1,perto vitoria
esportes,1,perto vitoria sentir
esportes,1,perto zona
esportes,1,perto zona rebaixar
esportes,1,pesadelo
esportes,1,pesadelo estar
esportes,1,pesadelo estar placar
esportes,1,pescar
esportes,1,pescar lago
esportes,1,pescar lago hotel
esportes,1,pescaria bocha
esportes,1,pescaria bocha relaxar
esportes,1,pescaria segunda
esportes,1,pescaria segunda feira
esportes,1,peso
esportes,1,peso derrota
esportes,1,peso derrota recente
esportes,1,pessima
esportes,1,pessima fase
esportes,1,pessima fase confinar
esportes,1,pessimista carteirinha
esportes,1,pessimista carteirinha acreditar
esportes,1,pessoa dizer
esportes,1,pessoa dizer time
esportes,1,pessoa mostrar
esportes,1,pessoa mostrar insatisfacao
esportes,1,pessoa presidente
esportes,1,pessoa presidente multicampeao
esportes,1,pessoa sadio
esportes,1,pessoa sadio dirigir
esportes,1,pessoa ser
esportes,1,pessoa ser agredir
esportes,1,pessoa ter
esportes,1,pessoa ter comentar
esportes,1,pessoal
esportes,1,pessoal jogar
esportes,1,pessoal jogar decorrer
esportes,1,piada braga
esportes,1,piada braga diariogaucho
esportes,1,piada muito
esportes,1,piada muito mau
esportes,1,picada
esportes,1,picada estar
esportes,1,picada estar acontecer
esportes,1,pifio fazer
esportes,1,pifio fazer ressalva
esportes,1,pifio insatisfatorio
esportes,1,pifio insatisfatorio quando
esportes,1,pinta
esportes,1,pinta borda
esportes,1,pinta borda ser
esportes,1,pioneiro
esportes,1,pioneiro conquista
esportes,1,pioneiro conquista titulo
esportes,1,pior empate
esportes,1,pior empate duro
esportes,1,pior entao
esportes,1,pior entao colorar
esportes,1,pior haver
esportes,1,pior haver colega
esportes,1,pior ir
esportes,1,pior ir gol
esportes,1,pior mundo
esportes,1,pior mundo dar
esportes,1,pior nao
esportes,1,pior nao crer
esportes,1,pior pressao
esportes,1,pior pressao aumentar
esportes,1,pior quando
esportes,1,pior quando minuto
esportes,1,pior ser
esportes,1,pior ser agora
esportes,1,pior seriar
esportes,1,pior seriar jogo
esportes,1,pior ter
esportes,1,pior ter ganhar
esportes,1,pior time
esportes,1,pior time sentido
esportes,1,pisar
esportes,1,pisar gramado
